x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,label
0.6637660264968872,0.7623155117034912,3.437367581682338e-07,0.5030879378318787,0.6566071510314941,-0.007255736272782087,0.4044570028781891,0.5499688386917114,-0.04191523790359497,0.3485475480556488,0.445333331823349,-0.05063658952713013,0.36203980445861816,0.32801151275634766,-0.04550836607813835,0.512030839920044,0.4310466945171356,-0.2263992875814438,0.47909095883369446,0.2568177282810211,-0.1525111198425293,0.47046393156051636,0.2234378308057785,-0.0012833827640861273,0.4771481156349182,0.2378953993320465,0.11461491137742996,0.6226186752319336,0.42150652408599854,-0.18836820125579834,0.590302586555481,0.22490999102592468,-0.14513073861598969,0.5648776888847351,0.1923176646232605,0.0013815844431519508,0.5528097152709961,0.2093820720911026,0.1216462105512619,0.7104427218437195,0.4280388057231903,-0.1257847249507904,0.6817187666893005,0.2659820020198822,-0.06587191671133041,0.6458125710487366,0.23773382604122162,0.06448058038949966,0.6141554713249207,0.25068050622940063,0.15867997705936432,0.7693213820457458,0.43833866715431213,-0.057964496314525604,0.7457267642021179,0.32241910696029663,0.006822016555815935,0.7073265910148621,0.2915892004966736,0.09010528028011322,0.6808282732963562,0.3012162446975708,0.15829609334468842,0
0.6642841100692749,0.7601454257965088,3.2606720878902706e-07,0.503587007522583,0.6546328067779541,-0.0018963853362947702,0.40493929386138916,0.548518717288971,-0.0357053317129612,0.34887951612472534,0.44513070583343506,-0.04427783936262131,0.3622179627418518,0.3280358910560608,-0.039177197962999344,0.5095529556274414,0.431691437959671,-0.22889666259288788,0.4777058959007263,0.254813015460968,-0.15219205617904663,0.47008222341537476,0.22487950325012207,0.0024298110511153936,0.47841280698776245,0.2409614473581314,0.11999300122261047,0.6208618879318237,0.4224126636981964,-0.19383302330970764,0.5895503163337708,0.22349779307842255,-0.1489461064338684,0.5645187497138977,0.19279441237449646,-0.00016821327153593302,0.5534457564353943,0.21059733629226685,0.12080328166484833,0.7094365954399109,0.42837485671043396,-0.13299882411956787,0.6812609434127808,0.264013409614563,-0.07036459445953369,0.6457530856132507,0.24050001800060272,0.06291183084249496,0.6155942678451538,0.256960391998291,0.15783414244651794,0.7697992324829102,0.43820270895957947,-0.06644923985004425,0.7477281093597412,0.32111310958862305,0.0011078513925895095,0.7091193199157715,0.2944542467594147,0.08698216825723648,0.683375358581543,0.30867999792099,0.15614119172096252,0
0.665386974811554,0.7613894939422607,2.840660329184175e-07,0.5031482577323914,0.6533983945846558,0.008282975293695927,0.4079558253288269,0.5460208654403687,-0.027122441679239273,0.3501797914505005,0.4415445923805237,-0.04024490714073181,0.3650768995285034,0.32412606477737427,-0.041417475789785385,0.5060287117958069,0.43023866415023804,-0.22841347754001617,0.4769185185432434,0.2536042332649231,-0.14843381941318512,0.4770883619785309,0.22803734242916107,0.008784803561866283,0.4908696711063385,0.24522043764591217,0.12643641233444214,0.6166716814041138,0.42355024814605713,-0.1994645893573761,0.5837516784667969,0.22293324768543243,-0.14800849556922913,0.5645607709884644,0.19865567982196808,0.0073355440981686115,0.5577291250228882,0.21475976705551147,0.12973463535308838,0.7082732319831848,0.4307863712310791,-0.14345762133598328,0.6818057298660278,0.26108863949775696,-0.0701456367969513,0.6500201225280762,0.24824395775794983,0.07351011037826538,0.6222385168075562,0.27101945877075195,0.17045149207115173,0.7720765471458435,0.4412064850330353,-0.08206836879253387,0.7529852986335754,0.32407698035240173,-0.007017319556325674,0.7136187553405762,0.304989755153656,0.08375748991966248,0.688647449016571,0.32387667894363403,0.1534474790096283,0
0.6681028604507446,0.7540898323059082,1.5447060519591105e-08,0.504045844078064,0.6417406797409058,0.023014282807707787,0.40765053033828735,0.5350087881088257,-0.005548397544771433,0.3503058850765228,0.4313003122806549,-0.013414650224149227,0.3609449863433838,0.31515997648239136,-0.009755553677678108,0.49966129660606384,0.42599570751190186,-0.23241665959358215,0.4724568724632263,0.24333201348781586,-0.1470237672328949,0.4676640033721924,0.22757408022880554,0.01896120421588421,0.4805157482624054,0.25414347648620605,0.14100566506385803,0.6101038455963135,0.42112240195274353,-0.21352455019950867,0.5772117376327515,0.20826596021652222,-0.1575058549642563,0.561001718044281,0.2047814577817917,0.006899069529026747,0.5575391054153442,0.24148786067962646,0.13271194696426392,0.7040183544158936,0.42927321791648865,-0.16576652228832245,0.6800249814987183,0.252840131521225,-0.08993545919656754,0.6519508957862854,0.2629024386405945,0.05933821201324463,0.6285790801048279,0.30248361825942993,0.1560845971107483,0.7767280340194702,0.4387954771518707,-0.11129141598939896,0.7559393048286438,0.3169749677181244,-0.042187437415122986,0.7193620204925537,0.3150475323200226,0.046654216945171356,0.6999291181564331,0.3533284664154053,0.11329562216997147,0
0.6664494872093201,0.7486797571182251,-1.3926855046975106e-07,0.5013689398765564,0.630268394947052,0.04389083757996559,0.4121776223182678,0.5263674259185791,0.0230916365981102,0.3583894371986389,0.4261024594306946,0.019948596134781837,0.36821213364601135,0.3110971748828888,0.02765634097158909,0.49332088232040405,0.4186919629573822,-0.22071559727191925,0.4680066704750061,0.2372974157333374,-0.1257387101650238,0.46753212809562683,0.23452763259410858,0.04892440512776375,0.4823440611362457,0.2686263918876648,0.17517179250717163,0.6029272675514221,0.4148003160953522,-0.21245089173316956,0.5717432498931885,0.19793984293937683,-0.1480163037776947,0.5621461272239685,0.21068383753299713,0.024892587214708328,0.562908947467804,0.25841137766838074,0.1548454463481903,0.6988582611083984,0.42386099696159363,-0.17323942482471466,0.6821305155754089,0.2471444457769394,-0.08998759835958481,0.6593960523605347,0.2683519124984741,0.06514331698417664,0.6385959386825562,0.31207960844039917,0.16272498667240143,0.7769863605499268,0.43286535143852234,-0.1253582239151001,0.7620972990989685,0.3144821226596832,-0.05161075294017792,0.7320384979248047,0.3196352422237396,0.04039997607469559,0.7186904549598694,0.36193588376045227,0.10708572715520859,0
0.6648123264312744,0.749284029006958,-1.1776449326816874e-07,0.5018993020057678,0.6177011728286743,0.06778380274772644,0.41670626401901245,0.5174297094345093,0.056323327124118805,0.36899635195732117,0.4211192727088928,0.05722494423389435,0.37507933378219604,0.30648455023765564,0.06709995120763779,0.48775404691696167,0.4088210463523865,-0.19607363641262054,0.4630144238471985,0.24109014868736267,-0.10453608632087708,0.4652000665664673,0.2188107669353485,0.06635429710149765,0.4799184203147888,0.2422928661108017,0.19369398057460785,0.592912495136261,0.4087233245372772,-0.19926466047763824,0.5699021816253662,0.20428381860256195,-0.13097910583019257,0.5656843185424805,0.20057909190654755,0.046603795140981674,0.5674911737442017,0.23873861134052277,0.18137770891189575,0.6898096203804016,0.4220435619354248,-0.17161394655704498,0.6841453313827515,0.252349853515625,-0.08869098126888275,0.6676722764968872,0.2669351100921631,0.0685727447271347,0.6473389863967896,0.3083037734031677,0.16993755102157593,0.7736131548881531,0.43504276871681213,-0.133103609085083,0.7689973711967468,0.3161616623401642,-0.060027558356523514,0.7431420683860779,0.32015031576156616,0.035011760890483856,0.7285454273223877,0.3615712523460388,0.1061677560210228,0
0.662357747554779,0.7492628693580627,-2.732104746883124e-07,0.5054672360420227,0.6147961616516113,0.07931550592184067,0.42573878169059753,0.510610818862915,0.08209530264139175,0.38725900650024414,0.41516706347465515,0.09569542109966278,0.39720189571380615,0.30648988485336304,0.11994832754135132,0.49271515011787415,0.4051022231578827,-0.16772662103176117,0.46305015683174133,0.24095995724201202,-0.07343991100788116,0.46633267402648926,0.2226117104291916,0.09744834899902344,0.48115217685699463,0.25267553329467773,0.22472581267356873,0.5949934720993042,0.4058719575405121,-0.17258870601654053,0.5700584053993225,0.20508535206317902,-0.1110844686627388,0.5623779296875,0.20135635137557983,0.05839913710951805,0.5619065165519714,0.2408180981874466,0.18998494744300842,0.6920534372329712,0.4229561686515808,-0.14624838531017303,0.6899387836456299,0.253273069858551,-0.06916876882314682,0.6705766320228577,0.2644384503364563,0.0841226726770401,0.6450749635696411,0.30309635400772095,0.1857883483171463,0.7750945687294006,0.44312283396720886,-0.10800685733556747,0.7856292724609375,0.324785977602005,-0.041632652282714844,0.7590590119361877,0.31895411014556885,0.04780176281929016,0.7355231046676636,0.34595850110054016,0.11707976460456848,0
0.662469744682312,0.7566145062446594,-2.8124824780206836e-07,0.5131402015686035,0.6187745928764343,0.09457581490278244,0.43715107440948486,0.504266083240509,0.09613249450922012,0.41070181131362915,0.39970555901527405,0.10366743803024292,0.42981573939323425,0.2970944046974182,0.12064704298973083,0.483866810798645,0.41247832775115967,-0.17097137868404388,0.45750874280929565,0.23810777068138123,-0.09831264615058899,0.48177552223205566,0.22461657226085663,0.057495858520269394,0.49756377935409546,0.2584596276283264,0.17981863021850586,0.59261554479599,0.41656816005706787,-0.18872080743312836,0.5760231018066406,0.20386464893817902,-0.1403493732213974,0.5802242755889893,0.1950569450855255,0.019915325567126274,0.5759551525115967,0.23282304406166077,0.1483343094587326,0.6963050961494446,0.43568405508995056,-0.17339327931404114,0.7011300325393677,0.2632761001586914,-0.10427719354629517,0.6893379092216492,0.25514593720436096,0.04909159615635872,0.6629458069801331,0.2847360372543335,0.15536348521709442,0.7846987247467041,0.46353647112846375,-0.14448639750480652,0.7993351221084595,0.32966482639312744,-0.06687071174383163,0.7792320251464844,0.31899288296699524,0.04227433353662491,0.7561010122299194,0.34960830211639404,0.12769122421741486,0
0.6626906394958496,0.7556333541870117,-4.995894187231897e-07,0.5206006169319153,0.6036136746406555,0.12606017291545868,0.45873379707336426,0.49553918838500977,0.14844319224357605,0.43523892760276794,0.40296638011932373,0.17557500302791595,0.44444066286087036,0.30928632616996765,0.21081647276878357,0.4862058758735657,0.3989933133125305,-0.16490201652050018,0.46351224184036255,0.2372572124004364,-0.0825459361076355,0.48362112045288086,0.21881438791751862,0.08501793444156647,0.49856123328208923,0.2454032152891159,0.21438086032867432,0.5905276536941528,0.4077601432800293,-0.18939249217510223,0.571960985660553,0.21075387299060822,-0.13898707926273346,0.578032374382019,0.19224730134010315,0.028282471001148224,0.5779134631156921,0.2192387580871582,0.16126827895641327,0.6947225332260132,0.42972859740257263,-0.1766693890094757,0.7090370655059814,0.26931560039520264,-0.1125536635518074,0.7007529735565186,0.25314024090766907,0.0361616425216198,0.6754376888275146,0.2752678692340851,0.1400362104177475,0.7875893712043762,0.45517343282699585,-0.14567093551158905,0.8123380541801453,0.3410465717315674,-0.08365530520677567,0.7936615943908691,0.3270886540412903,0.010010143741965294,0.7677035331726074,0.34788778424263,0.08602216839790344,0
0.6553505063056946,0.7507534027099609,-6.355786013045872e-07,0.5411427617073059,0.5843946933746338,0.15356285870075226,0.4973697066307068,0.4737792909145355,0.18148836493492126,0.4851686358451843,0.39100563526153564,0.20706652104854584,0.4951625466346741,0.3027191162109375,0.23797103762626648,0.488125741481781,0.3863380551338196,-0.16518747806549072,0.47312936186790466,0.23502500355243683,-0.10406297445297241,0.5033907890319824,0.2137785106897354,0.05279265716671944,0.5249585509300232,0.24768683314323425,0.17770156264305115,0.58506178855896,0.40594369173049927,-0.21395187079906464,0.5776059627532959,0.2072521299123764,-0.1851799637079239,0.5971198081970215,0.1929304152727127,-0.02044970728456974,0.6055018305778503,0.2249125987291336,0.11385317891836166,0.6879227161407471,0.4302944540977478,-0.22493121027946472,0.7118421196937561,0.267200767993927,-0.17951080203056335,0.7121362686157227,0.25487691164016724,-0.02785143256187439,0.6899365186691284,0.27918148040771484,0.0810304656624794,0.784896194934845,0.45720338821411133,-0.2155885547399521,0.8179769515991211,0.34233587980270386,-0.16942398250102997,0.8061621189117432,0.32739952206611633,-0.07649406790733337,0.7801638841629028,0.3494793176651001,0.0016383295878767967,0
